nameAdvocate,argumentCount,homeAdvocate,dateArgument,caseInfo,citeInfo,role,transcriptURL,notes
Beatrice Rosenberg,16,0,1959-04-28,"Rosenberg v. United States (No. 451), 360 U.S. 367 (1959)",1958 J. Sup. Ct. U.S. 243,0,0,0
Lois G. Forer,1,Pennsylvania Deputy Attorney General,1959-05-22,"Illinois v. Michigan (No. 15 Orig.), 360 U.S. 712 (1959)",1958 J. Sup. Ct. U.S. 272,0,0,0
Bessie Margolin,19,0,1959-11-16,"Mitchell v. Robert DeMario Jewelry (No. 39), 361 U.S. 288 (1960)",1959 J. Sup. Ct. U.S. 91,0,0,0
Bessie Margolin,20,0,1959-11-17,"Mitchell v. Oregon Frozen Foods (No. 33), 361 U.S. 288 (1960)",1959 J. Sup. Ct. U.S. 92,0,0,0
Beatrice Rosenberg,17,0,1959-12-08,"United States v. Robinson (No. 16), 361 U.S. 220 (1960)",1959 J. Sup. Ct. U.S. 116,0,0,0
Bessie Margolin,21,0,1960-01-11,"Arnold v. Ben Kanowsky Inc. (No. 60), 361 U.S. 388 (1960)",1959 J. Sup. Ct. U.S. 140,0,0,0
Bessie Margolin,22,0,1960-02-25,"Mitchell v. H.P. Zachry Co. (No. 83), 362 U.S. 310 (1960)",1959 J. Sup. Ct. U.S. 182,0,0,0
Beatrice Rosenberg,18,0,1960-11-16,"Carbo v. United States (No. 72), 364 U.S. 611 (1961)",1960 J. Sup. Ct. U.S. 106,0,0,0
Thelma C. Furry,2,0,"1961-02-27,1961-02-28","Slagle v. Ohio (No. 105), 366 U.S. 259 (1961)",1960 J. Sup. Ct. U.S. 196,0,0,0
Harriet Pilpel,1,"New York, NY, Planned Parenthood Federation of America, Inc.",1961-03-01,"Poe v. Ullman (Nos. 60-61), 367 U.S. 497 (1961)",1960 J. Sup. Ct. U.S. 198,0,0,0
Anna R. Lavin,1,"Chicago, IL",1961-03-22,"Montana v. Kennedy (No. 198), 366 U.S. 308 (1961)",1960 J. Sup. Ct. U.S. 228,0,0,0
Gertrude Bauer Mahon,1,"Ass't County Prosecutor, Cuyohoga County, OH",1961-03-29,"Mapp v. Ohio (No. 236), 367 U.S. 643 (1961)",1960 J. Sup. Ct. U.S. 240,0,0,0
Catherine Zorn,1,Oregon Ass't Attorney General,1961-03-30,"Kolovrat v. Oregon (No. 102), 366 U.S. 187 (1961)",1960 J. Sup. Ct. U.S. 242,0,0,0
Bessie Margolin,23,0,1961-03-30,"Goldberg v. Whitaker House Cooperative (No. 274), 366 U.S. 28 (1961)",1960 J. Sup. Ct. U.S. 242,0,0,0
Rosalie S. Asher,1,"Sacramento, CA",1961-04-25,"Atchley v. California (No. 95), 366 U.S. 207 (1961)",1960 J. Sup. Ct. U.S. 294,0,0,0
Doris H. Maier,2,0,1961-04-25,"Atchley v. California (No. 95), 366 U.S. 207 (1961)",1960 J. Sup. Ct. U.S. 95,0,0,0
Catherine Zorn,2,0,1961-04-25,"United States v Oregon (No. 329), 366 U.S. 643 (1961)",1960 J. Sup. Ct. U.S. 294,0,0,0
Beatrice Rosenberg,19,0,1961-05-03,"Gori v. United States (No. 486), 367 U.S. 364 (1961)",1960 J. Sup. Ct. U.S. 310,0,0,0
Ruth Kessler Toch,2,0,1961-10-12,"Western Union v. Pennsylvania (No. 15), 368 U.S. 71 (1961)",1961 J. Sup. Ct. U.S. 50,0,0,0
Constance B. Motley,1,"Associate Counsel, NAACP Legal Defense Fund",1961-10-17,"Hamilton v. Alabama (No. 32), 368 U.S. 52 (1961)",1961 J. Sup. Ct. U.S. 59,0,0,aka Constance Baker Motley
Beatrice Rosenberg,20,0,1961-11-13,"Hodges v. O'Connell (No. 58), 368 U.S. 139 (1961)",1961 J. Sup. Ct. U.S. 94,0,0,0
Julia P. Cooper,1,"Attorney, U.S. Dep't of Justice",1961-12-05,"Machibroda v. United States (No. 69), 368 U.S. 487 (1962)",1961 J. Sup. Ct. U.S. 114,0,0,0
Constance B. Motley,2,0,1962-02-27,"Turner v. City of Memphis (No. 84), 369 U.S. 350 (1962)",1961 J. Sup. Ct. U.S. 194,0,0,0
Constance B. Motley,3,0,1962-11-06,"Gober v. City of Birmingham (No. 66), 373 U.S. 372 (1963)",1962 J. Sup. Ct. U.S. 84,0,0,0
Constance B. Motley,4,0,1962-11-06,"Shuttlesworth v. City of Birmingham (No. 64), 373 U.S. 262 (1963)",1962 J. Sup. Ct. U.S. 84,0,0,0
Jewell S. Lafontant,1,"Chicago, IL",1963-02-19,"Lynumn v. Illinois (No. 9), 372 U.S. 528 (1963)",1962 J. Sup. Ct. U.S. 205,0,0,Assuming Jewel Rogers Lafontant is actually Jewell S. Lafontant
Beatrice Rosenberg,21,0,1963-02-25,"Sanders v. United States (No. 202), 373 U.S.1 (1963)",1962 J. Sup. Ct. U.S. 216,0,0,0
Shirley Adelson Siegel,1,New York Ass't Attorney General,1963-03-28,"Colorado Comm'n v. Continental Airlines (No. 146), 372 U.S. 714 (1963)",1962 J. Sup. Ct. U.S. 250,0,0,0
Constance B. Motley,5,0,"1963-04-17,1963-04-18","Watson v. City of Memphis (No. 424), 373 U.S. 526 (1963)","1962 J. Sup. Ct. U.S. 272, 273",0,0,0
Constance B. Motley,6,0,1963-10-14,"Bouie v. City of Columbia and Barr v. City of Columbia (Nos. 9 & 10), 378 U.S. 146 (1964)",1963 J. Sup. Ct. U.S. 48,0,0,0
Mary Moran Pajalich,1,"General Counsel, California Public Utilities Comm'n",1964-01-14,"Federal Power Commission v. Southern Cal. Edison Co. (Nos. 71 & 73), 376 U.S. 205 (1964)",1963 J. Sup. Ct. U.S. 170,0,0,0
Edith Lowenstein,1,"New York, NY",1964-03-05,"Mrvica v. INS (No. 353), 376 U.S. 560 (1964)",1963 J. Sup. Ct. U.S. 224,0,0,0
Constance B. Motley,7,0,1964-03-31,"Calhoun v. Latimer (No. 260), 377 U.S. 263 (1964)",1963 J. Sup. Ct. U.S. 260,0,0,0
Beatrice Rosenberg,22,0,1964-04-20,"United States v. Tateo (No. 328), 377 U.S. 463 (1964)",1963 J. Sup. Ct. U.S. 282,0,0,0
Constance B. Motley,8,0,1964-10-12,"Lupper v. Arkansas (No. 5), reported as Hamm v. City of Rock Hill, 379 U.S. 306 (1964)",1964 J. Sup. Ct. U.S. 45,0,0,0
Barbara A. Morris,1,"Associate Counsel, NAACP, New York, NY",1964-10-13,"Henry v. Mississippi (No. 6), 379 U.S. 443 (1965)",1964 J. Sup. Ct. U.S. 47,0,0,0
Beatrice Rosenberg,23,0,1964-11-18,"Singer v. United States (No. 42), 380 U.S. 24 (1965)",1964 J. Sup. Ct. U.S. 94,0,0,0
Constance B. Motley,9,0,1964-12-08,"Swain v. Alabama (No. 64), 380 U.S. 202 (1995)",1964 J. Sup. Ct. U.S. 116,0,0,0
Elizabeth Palmer,1,California Deputy Attorney General,1965-01-19,"Dep't of Mental Hygiene of California v. Kirchner (No. 111), 380 U.S. 194 (1965)",1964 J. Sup. Ct. U.S. 156,0,0,0
Mary K. Wall,1,Texas Ass't Attorney General,1965-01-28,"Carrington v. Rash (No. 82), 380 U.S. 89 (1965)",1964 J. Sup. Ct. U.S. 171,0,0,0
Beatrice Rosenberg,24,0,"1965-11-10,1965-11-15","United States v. Johnson (No. 25), 383 U.S. 169 (1966)","1965 J. Sup. Ct. U.S. 118, 128",0,0,0
Bessie Margolin,24,0,1965-12-08,"Wirtz v. Steepleton General Tire Co. (No. 31), 383 U.S. 190 (1966)",1965 J. Sup. Ct. U.S. 160,0,0,0
Ruth Kessler Toch,3,0,1966-02-23,"Seagram v. Hostetter (No. 545), 384 U.S. 35 (1966)",1965 J. Sup. Ct. U.S. 249,0,0,0
Jean M. Coon,1,New York Ass't Attorney General,1966-04-18,"Katzenbach v. Morgan (No. 847), 384 U.S. 641 (1966)",1965 J. Sup. Ct. U.S. 401,0,0,0
Betty D. Friedlander,1,"Waverly, NY",1966-11-07,"United States v. Fabrizio (No. 47), 385 U.S. 263 (1966)",1966 J. Sup. Ct. U.S. 104,0,0,0
Elizabeth W. Hulen,3,0,1947-01-11,"Pierson v. Ray (Nos. 79 & (94), 386 U.S. 547 (1967)",1966 J. Sup. Ct. U.S. 185,0,0,0
Beatrice Rosenberg,25,0,1967-02-16,"U.S. v. Wade (No. 334), 388 U.S. 218 (1967)",1966 J. Sup. Ct. U.S. 237,0,0,0
Blanch Freedman,3,0,1967-03-14,"Boutilier v. INS (No. 440), 387 U.S. 118 (1967)",1966 J. Sup. Ct. U.S. 281,0,0,0
Gretchen White Oberman,1,"Legal Aid Bureau, New York, NY","1967-12-11,1967-12-12","Sibron v. New York (No. 63), 392 U.S. 40 (1968)","1967 J. Sup. Ct. U.S. 200, 201",0,0,0
Dorothy D. Wolbrette,1,Louisiana Ass't Attorney General,1968-01-17,"Duncan v. Louisiana (No. 410), 391 U.S. 145 (1968)",1967 J. Sup. Ct. U.S. 240,0,0,0
Brenda Soloff,1,New York Ass't Attorney General,1968-03-27,"Carafas v. LaVallee (No. 71), 391 U.S. 234 (1968)",1967 J. Sup. Ct. U.S. 340,0,0,0
Jean M. Coon,2,0,1968-04-22,"Board of Education v. Allen (No. 660), 392 U.S. 236 (1968)",1967 J. Sup. Ct. U.S. 381,0,0,0
Mary Lee Stapp,1,Alabama Ass't Attorney General,1968-04-23,"King v. Smith (No. 949), 392 U.S. 309 (1968)",1967 J. Sup. Ct. U.S. 383,0,0,Added Journal page no. 383
Lorna Lawhead Williams,1,Iowa Special Ass't Attorney General,1968-05-01,"Shapiro v. Thompson, 394 U.S. 618 (1969)",1967 J. Sup. Ct. U.S. 400,0,0,0
Eleanor Holmes Norton,1,"New York, NY, American Civil Liberties Union",1968-10-21,"Carroll v. Princess Anne (No. 6), 393 U.S. 175 (1968)",1968 J. Sup. Ct. U.S. 77,0,0,0
Lorna Lawhead Williams,2,0,1968-10-23,"Shapiro v. Thompson (No. 813), 394 U.S. 618 (1969)",1968 J Sup Ct U.S. 80,0,0,aka Lorna Lawhead
Doris H. Maier,3,0,1968-11-19,"Foster v. California (No. 47), 394 U.S. 440 (1969)",1968 J. Sup. Ct. U.S. 120,0,0,0
Louise Korns,1,New Orleans Ass't District Attorney,1968-12-10,"Skinner v. Louisiana (No. 44), 393 U.S. 473 (1969),",1968 J. Sup. Ct. U.S. 146,0,0,0
Anna R. Lavin,2,0,1969-02-26,"United States v. United States Coin and Currency, 401 U.S. 715 (1971)",1968 J. Sup. Ct. U.S. 245,0,0,0
Beatrice Rosenberg,26,0,1969-03-26,"Rodriquez v. United States (No. 749), 395 U.S. 327 (1969)",1968 J. Sup. Ct. U.S. 294,0,0,0
Eleanor Jackson Piel,1,"New York, NY",1969-04-01,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)",1968 J. Sup. Ct. U.S. 309,0,0,0
Maria L. Marcus,1,New York Ass't Attorney General,1969-04-01,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971)",1968 J. Sup. Ct. U.S. 309,0,0,0
Elizabeth Palmer,2,0,1969-10-13,"Wheeler v. Montgomery (No. 14), 397 U.S. 280 (1970)",1969 J. Sup. Ct. U.S. 45,0,0,0
Phyllis Skloot Bamberger,1,"New York, NY, Legal Aid Society",1969-10-15,"Minor v. United States (No. 189), 396 U.S. 87 (1969)",1969 J. Sup. Ct. U.S. 48,0,0,0
Eleanor Jackson Piel,2,0,1969-11-12,"Adickes v. Kress (No. 79), 398 U.S. 144 (1970)",1969 J. Sup. Ct. U.S. 102,0,0,originally listed as her 4th argument
Doris R. Bray,1,"Greensboro, NC",1969-11-17,"North Carolina v. Alford (OT 1969 No. 50, OT 1970 No. 14), 400 U.S. 25 (1970)",1969 J. Sup. Ct. U.S. 115,0,0,0
Rena K. Uviller,1,"New York, NY, Legal Aid Society",1970-01-20,"In the Matter of Samuel Winship (No. 778), 397 U.S. 358 (1970)",1969 J. Sup. Ct. U.S. 208,0,0,0
Brenda Soloff,2,0,1970-02-24,"McMann v. Richardson (No. 153), 397 U.S. 759 (1970)",1969 J. Sup. Ct. U.S. 249,0,0,0
Gretchen White Oberman,2,0,1970-02-24,"McMann v. Richardson (No. 153), 397 U.S. 759 (1970)",1969 J. Sup. Ct. U.S. 249,0,0,0
Louise Korns,2,0,"1970-03-04,1970-03-05","Vale v. Louisiana (No. 727), 399 U.S. 30 (1970)","1969 J. Sup. Ct. U.S. 282, 283",0,0,0
Louise H. Renne,1,California Deputy Attorney General,1970-03-31,"Nelson v. George (No. 595), 399 U.S. 224 (1970)",1969 J. Sup. Ct. U.S. 324,0,0,0
Carol Mary Los,1,Pennsylvania Ass't District Attorney,1970-04-27,"Chambers v. Moroney (No. 830), 399 U.S. 42 (1970)",1969 J. Sup. Ct. U.S. 377,0,0,0
Eleanor Jackson Piel,3,0,1970-04-29,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971) [REARGUMENT]",1969 J. Sup. Ct. U.S. 380;,0,0,originally listed as her 2nd argument
Maria L. Marcus,2,0,1970-04-29,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971) [REARGUMENT]",1969 J. Sup. Ct. U.S. 380;,0,0,0
Doris R. Bray,2,0,1970-10-14,"North Carolina v. Alford (OT 1969 No. 50, OT 1970 No. 14), 400 U.S. 25 (1970) [REARGUMENT]",1970 J. Sup. Ct. U.S. 55,0,0,0
Brenda Soloff,3,0,1970-10-20,"Wyman v. James (No. 69), 400 U.S. 309 (1971)",1970 J. Sup. Ct. U.S. 70,0,0,0
Anna R. Lavin,3,0,1970-10-20,"United States v. United States Coin and Currency, 401 U.S. 715 (1971)",1970 J. Sup. Ct. U.S. 70,0,0,0
Malvine Nathanson,1,"New York, NY",1970-11-09,"Piccirillo v. New York (No. 97), 400 U.S. 548 (1971)",1970 J.Sup. Ct. U.S. 110,0,0,0
Eleanor Jackson Piel,4,0,1970-11-16,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971) [REARGUMENT]",1970 J. Sup. Ct. U.S. 121,0,0,originally listed as her 3rd argument
Maria L. Marcus,3,0,1970-11-16,"Samuels v. Mackell (No. 580), 401 U.S. 66 (1971) [REARGUMENT]",1970 J. Sup. Ct. U.S. 121,0,0,0
Doris Friedman Ulman,1,"Spring Valley, NY",1970-11-19,"Abate v. Mundt (No. 71), 403 U.S. 182 (1971)",1970 J. Sup. Ct. U.S. 125,0,0,0
Elizabeth B. DuBois,1,"New York, NY",1970-12-07,"Groppi v. Wisconsin (No. 26), 400 U.S. 505 (1971)",1970 J. Sup. Ct. U.S. 177,0,0,0
Louise H. Renne,2,0,1970-12-08,"California v. Byers (No. 75), 402 U.S. 424 (1971)",1970 J. Sup. Ct. U.S. 180,0,0,0
Carol Mary Los,2,0,1970-12-17,"Mayberry v. Pennsylvania (No. 121), 400 U.S. 455 (1971)",1970 J. Sup. Ct. U.S. 203,0,0,originally Mary Carol Los
Sybil H. Landau,1,"New York, NY",1970-12-17,"Harris v. New York (No. 206), 401 U.S. 222 (1971)",1970 J. Sup. Ct. U.S. 203,0,0,0
Louise Korns,3,0,1971-03-01,"Johnson v. Louisiana, 406 U.S. 356 (1972)",1970 J. Sup. Ct. U.S. 361,0,0,0
Elizabeth R. Rindskopf,1,"Atlanta, GA, Cooperating Attorney, NAACP Legal Defense Fund",1971-03-23,"Bell v. Burson (No. 5586), 402 U.S. 535 (1971)",1970 J. Sup. Ct. U.S. 417,0,0,aka Elizabeth Roediger Rindskopf
Dorothy T. Beasley,1,Georgia Ass't Attorney General,1971-03-23,"Bell v. Burson (No. 5586), 402 U.S. 535 (1971)",1970 J. Sup. Ct. U.S. 417,0,0,0
Beatrice Rosenberg,27,0,1971-03-23,"United States v. Harris (No. 30), 403 U.S. 573 (1971)",1970 J. Sup. Ct. U.S. 417,0,0,0
Beatrice Rosenberg,28,0,1971-04-21,"Bostic v. United States (No. 5250), 402 U.S. 547 (1971)",1970 J. Sup. Ct. U.S. 492,0,0,0
Christine Y. Denson,1,North Carolina Ass't Attorney General,1971-10-14,"Britt v. North Carolina (No. 70-5041), 404 U.S. 226 (1971)",1971 J. Sup. Ct. U.S. 125,0,0,0
Elizabeth R. Rindskopf,2,0,1971-12-08,"Gooding v. Wilson (No. 70-26), 405 U.S. 518 (1972)",1971 J. Sup. Ct. U.S. 238,0,0,0
Sarah R. Weddington,1,"Austin, TX",1971-12-13,"Roe v. Wade (No. 70-18), 410 U.S. 113 (1973)",1971 J. Sup. Ct. U.S. 240,0,0,0
Margie Pitts Hames,1,"Atlanta, GA",1971-12-13,"Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)",1971 J. Sup. Ct. U.S. 240,0,0,0
Dorothy T. Beasley,2,0,1971-12-13,"Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973)",1971 J. Sup. Ct. U.S. 240,0,0,0
Louise Korns,4,0,1972-01-10,"Johnson v. Louisiana (No. 5161), 406 U.S. 356 (1972) [REARGUMENT]",1971 J. Sup. Ct. U.S. 296,0,0,0
Dorothy T. Beasley,3,0,1972-01-17,"Furman v. Georgia (No. 69-5003), 408 U.S. 238 (1972)",1971 J. Sup. Ct. U.S. 319,0,0,0
Dorothy T. Beasley,4,0,1972-01-17,"Jackson v. Georgia (No. 69-5030), 408 U.S. 238 (1972)",1971 J. Sup. Ct. U.S. 319,0,0,0
Sophia H. Hall,1,"Chicago, IL",1972-01-19,"Grayned v. City of Rockford (No. 70-5106), 408 U.S. 104 (1972)",1971 J. Sup. Ct. U.S. 221,0,0,0
Dorothy T. Beasley,5,0,1972-02-22,"Peters v. Kiff (No. 71-5078), 407 U.S. 493 (1972)",1971 J. Sup. Ct. U.S. 379,0,0,0
Winifred L. Wentworth,1,Florida Ass't Attorney General,1972-03-29,"Pennsylvania v. New York (No. 40, Original), 407 U.S 206 (1972)",1971 J. Sup. Ct. U.S. 468,0,0,0
Carmen L. Massey,1,Contra Costa (CA) Legal Services Foundation,1972-04-10,"Carleson v. Remillard (No. 70-250), 406 U.S. 598 (1972)",1971 J. Sup. Ct. U.S. 485,0,0,0
Maria L. Marcus,4,0,1972-04-17,"Mancusi v. Stubbs (No. 71-237), 408 U.S. 204 (1972)",1971 J. Sup. Ct. U.S. 511,0,0,0
Sarah R. Weddington,2,0,1972-10-11,"Roe v. Wade (No. 70-18), 410 U.S. 113 (1973) [REARGUMENT]",1972 J. Sup. Ct. U.S. 113,0,0,0
Margie Pitts Hames,2,0,1972-10-11,"Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973) [REARGUMENT]",1972 J. Sup. Ct. U.S. 113,0,0,0
Dorothy T. Beasley,6,0,1972-10-11,"Doe v. Bolton (No. 70-40), 410 U.S. 179 (1973) [REARGUMENT]",1972 J. Sup. Ct. U.S. 113,0,0,originally listed as her 2nd argument
Phyllis Skloot Bamberger,2,0,1972-11-06,"United States v. Mara (No. 71-850), 410 U.S. 19 (1973)",1972 J. Sup. Ct. U.S. 196,0,0,0
Ann S. Torregrossa,1,"Philadelphia, PA","1972-12-06,1972-12-07","Goosby v. Osser (No. 71-6316), 409 U.S. 512","1972 J. Sup. Ct. U.S. 260, 261",0,0,0
Lillian Z. Cohen,1,New York Ass't Attorney General,1973-01-09,"Oswald v. Rodriguez (No. 71-1369), 411 U.S. 475 (1973)",1972 J. Sup. Ct. U.S. 339,0,0,0
Ruth B. Ginsburg,1,American Civil Liberties Union,1973-01-17,"Frontiero v. Richardson (No. 71-1694), 411 U.S. 677 (1973)",1972 J. Sup. Ct. U.S. 360,0,0,aka Ruth Bader Ginsburg
Betty Jo Christian,1,Interstate Commerce Commission,1973-02-28,"Interstate Commerce Commission v. Wichita Board of Trade (No. 72-433), 412 U.S. 800 (1973)",1972 J. Sup. Ct. U.S. 442,0,0,0
Jean M. Coon,3,0,1973-03-19,"Levitt v. Committee for Public Education and Religious Liberty (No. 72-269), 413 U.S. 472 (1973)",1972 J. Sup. Ct. U.S. 339,0,0,0
Jewell S. Lafontant,2,0,1973-03-19,"United States v. Mississippi State Tax Commission (No. 72-350), 412 U.S. 363 (1973)",1972 J. Sup. Ct. U.S. 475,0,0,0
Marjorie H. Matson,2,0,1973-03-20,"Pittsburgh Press Co. v. Pittsburgh Commission on Human Rights (No. 72-419), 413 U.S. 376 (1973)",1972 J. Sup. Ct. U.S. 477,0,0,0
Jean M. Coon,4,0,1973-04-16,"Nyquist v. Committee for Public Education (No. 72-791), 413 U.S. 756 (1973)",1972 J. Sup. Ct. U.S. 533,0,0,0
Jean M. Coon,5,0,"1973-04-17,1973-04-18","New York State Dep't of Social Services v. Dublino (No. 72-792), and Onondaga County Dep't of Social Services v. Dublino (No. 72-802), 413 U.S. 405 (1973)","1972 J. Sup. Ct. U.S. 536, 538",0,0,0
Marguerite M. Buckley,1,"Venice, CA",1973-10-09,"Lubin v. Panish (No. 71-6852), 415 U.S. 709 (1974)",1973 J. Sup. Ct. U.S. 110,0,0,0
Brenda Soloff,4,0,1973-10-10,"Lefkowitz v. Turley (No. 72-331), 414 U.S. 70 (1973)",1973 J. Sup. Ct. U.S. 110,0,0,0
Jane M. Picker,1,"Women's Law Fund, Cleveland, OH",1973-10-15,"Cleveland Board of Education v. LaFleur (No. 72-777), 414 U.S. 632 (1974)",1973 J. Sup. Ct. U.S. 130,0,0,0
Jewell S. Lafontant,3,0,1973-10-17,"Marshall v. United States (No. 72-5881), 414 U.S. 417 (1974)",1973 J. Sup. Ct. U.S. 133,0,0,first name originally spelled Jewel
Harriet S. Shapiro,1,Assistant Solicitor General,1973-10-17,"The Renegotiation Board v. Bannercraft Clothing Co. (No. 72-822), 415 U.S. 1 (1974)",1973 J. Sup. Ct. U.S. 133,0,0,0
Gloria T. Svanas,1,Odessa TX,1973-11-05,"Hainsworth v. White (No. 72-942), 415 U.S. 767 (1974)",1973 J. Sup. Ct. U.S. 175,0,0,0
Mary M. Schroeder,1,"Washington, DC",1973-11-06,"Memorial Hospital v. Maricopa County (No. 72-847), 415 U.S. 250 (1974)",1973 J. Sup. Ct. U.S. 176,0,0,0
Jewell S. Lafontant,4,0,"1973-11-13,1973-11-14","United States v. Maze (No. 72-1168), 414 U.S. 395 (1974)","1973 J. Sup. Ct. U.S. 194, 195",0,0,first name originally spelled Jewel
Anna R. Lavin,4,0,1973-12-12,"United States v. Kahn (No. 72-1328), 415 U.S. 143 (1974)",1973 J. Sup. Ct. U.S. 259,0,0,0
Ruth B. Ginsburg,2,0,"1974-02-25,1974-02-26","Kahn v. Shevin (No. 73-78), 416 U.S. 351 (1974)","1973 J. Sup. Ct. U.S. 388, 389",0,0,0
Jane G. Stevens,1,"Chicago, IL, Legal Assistance Foundation",1974-03-18,"Jimenez v. Weinberger (No. 72-6609), 417 U.S. 628 (1974)",1973 J. Sup. Ct. U.S. 425,0,0,0
Joanne Condas,1,California Deputy Attorney General,1974-03-26,"Geduldig v. Aiello (No. 73-640), 417 U.S. 484 (1974)",1973 J. Sup. Ct. U.S. 445,0,0,0
Wendy W. Williams,1,"Legal Aid Society, San Mateo, CA",1974-03-26,"Geduldig v. Aiello (No. 73-640), 417 U.S. 484 (1974)",1973 J. Sup. Ct. U.S. 445,0,0,0
Jewell S. Lafontant,5,0,1974-04-29,"Warden, Lewisburg v. Marrero (No. 73-831), 417 U.S. 653 (1974)",1973 J. Sup. Ct. U.S. 522,0,0,last name originally spelled LaFontant
Harriet S. Shapiro,2,0,1974-10-15,"Schlesinger v. Ballard (No. 73-776), 419 U.S. 498 (1975)",1974 J. Sup. Ct. U.S. 97,0,0,0
Ruth B. Ginsburg,3,0,1974-10-16,"Edwards v. Healy (No. 73-759), 421 U.S. 772 (1975)",1974 J. Sup. Ct. U.S. 99,0,0,0
Miss Elizabeth A. Nolan,1,0,1974-10-17,"Sosna v. Iowa (No. 73-762), 419 U.S. 393 (1975)",1974 J. Sup. Ct. U.S. 101,0,0,0
Jewell S. Lafontant,6,0,1974-11-11,"Fry v. U.S. (No. 73-822), 421 U.S. 542 (1975)",1974 J. Sup. Ct. U.S. 168,0,0,0
Lila J. Young,1,0,1974-12-11,"Board of School Comm'rs of City of Ind. V. Jacobs (No. 73-1347), 420 U.S. 128 (1975)",1974 J. Sup. Ct. U.S. 245,0,0,0
Deborah M. Greenberg,1,0,1974-12-11,"Johnson v. Railway Express (No. 73-1543), 421 U.S. 454 (1975)",1974 J. Sup. Ct. U.S. 245,0,0,0
Sheila M. Ginsberg,1,0,1974-12-17,"U.S. v. Wilson (No. 73-1162), 420 U.S. 332 (1975)",1974 J. Sup. Ct. U.S. 263,0,0,0
Betty R. Brown,1,0,1974-12-18,"Withrow v. Larkin (No. 73-1573), 421 U.S. 35 (1975)",1974 J. Sup. Ct. U.S. 265,0,0,0
Harriet S. Shapiro,3,0,1975-01-13,"Mathews v. Diaz (No. 73-1046), 426 U.S. 67 (1976)",1974 J. Sup. Ct. U.S. 302,0,0,0
Jewell S. Lafontant,7,0,1975-01-20,"Reid v. INS (No. 73-1541), 420 U.S. 619 (1975)",1974 J. Sup. Ct. U.S. 318,0,0,0
Ruth B. Ginsburg,4,0,1975-01-20,"Weinberger v. Wiesenfeld (No. 73-1892), 420 U.S. 636 (1975)",1974 J. Sup. Ct. U.S. 319,0,0,0
Nancy Stearns,1,0,1975-01-22,"Eastland v. U.S. Servicemen's Fund (No. 73-1923), 421 U.S. 491 (1975)",1974 J. Sup. Ct. U.S. 323,0,0,0
Diana A. Steele,1,0,1975-02-26,"Herring v. NY (No. 73-6587), 422 U.S. 853 (1975)",1974 J. Sup. Ct. U.S. 405,0,0,0
Emmelyn Logan-Baldwin,1,0,1975-03-07,"Warth v. Seldin (No. 73-2024), 422 U.S. 490 (1975)",1974 J. Sup. Ct. U.S. 441,0,0,0
Jayne A. Carr,1,0,1975-03-08,"Brown v. Illinois (No. 73-6650), 422 U.S. 590 (1975)",1974 J. Sup. Ct. U.S. 444,0,0,0
Harriet S. Shapiro,4,0,1975-03-19,"Weinberger v. Salfi (No. 74-214), 422 U.S. 749 (1975)",1974 J. Sup. Ct. U.S. 446,0,0,0
Oretta D. Sears,1,0,1975-03-24,"Hicks v. Miranda (No. 74-156), 422 U.S. 332 (1975)",1974 J. Sup. Ct. U.S. 461,0,0,0
Judith A. Gordon,1,0,1975-03-26,"Lare v. Hurley (No. 74-453), 421 U.S. 338 (1975)",1974 J. Sup. Ct. U.S. 465,0,0,0
Edna L. Caruso,1,0,1975-10-14,"Time v. Firestone (No. 74-944), 424 U.S. 448 (1976)",1975 J. Sup. Ct. U.S. 131,0,0,0
Harriet S. Shapiro,5,0,1975-10-15,"United States v. Moore (No. 74-687), 423U.S. 77 (1975)",1975 J. Sup. Ct. U.S. 133,0,0,0
Amy Juviler,1,0,1975-12-02,"LaVine v. Milne (No. 74-1137), 424 U.S. 577 (1976)",1975 J. Sup. Ct. U.S. 239,0,0,0
Miriam Naveira de Rodon,1,0,1975-12-08,"Examining Board v. Flores de Otero (No. 74-1267), 426 U.S. 572 (1976)",1975 J. Sup. Ct. U.S. 266,0,0,0
Barbara A.H. Smith,1,0,"1975-12-08,1975-12-09","Ristaino v. Ross (No. 74-1216), 424 U.S. 589 (1976)",1975 J. Sup. Ct. U.S. 266,0,0,0
Barbara B. Rutledge,1,0,1975-12-10,"Francis v. Henderson (No. 74-5808), 425 U.S. 536 (1976)",1975 J. Sup. Ct. U.S. 269,0,0,0
Marilyn G. Rose,1,0,1975-12-10,"Simon v. East Kentucky Welfare Rights Org. (No. 74-1125), 426 U.S. 26 (1976)",1975 J. Sup. Ct. U.S. 270,0,0,0
Harriet S. Shapiro,6,0,1976-01-12,"Mathews v. Diaz (No. 73-1046), 426 U.S. 67 (1976)",1975 J. Sup. Ct. U.S. 326,0,0,0
